text,label
"Tesla Cybertruck Hits 200,000 Orders Just Days After Botched Launch",1
China tariff cut buoys stocks as investors look beyond virus,1
Cotton futures are trading at their lowest levels since 2010 as the virus forces clothing retailers to shut stores.… https://t.co/OvWpD5EPis,0
JPMorgan anticipates ‘disorderly’ year-end funding pressures again as banks retrench https://t.co/ASCMlBxIpn,0
CymaBay shares fall 77% on halted trial,0
St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs,1
S&P 500 Price Forecast – Stock Markets Confused By Trade Deal,0
"IMF Likely To Downgrade India’s Growth Forecast Significantly In January, Says Gita Gopinath",0
Macy’s Slumps as Website Hack Adds to Department-Store Malaise,0
"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD",0
$ZYXI - Zynex reports 126% order growth and raises Q1 and FY2020 revenue outlook https://t.co/8ttUvBXTam,1
Hedge Funds Are Getting Burned By Acorda Therapeutics Inc (ACOR),0
$XOM - Exxon's Baton Rouge refinery cuts production on low demand - Reuters https://t.co/xRIss6avLy,0
"$ECONX: November Average Hourly Earnings M/M +0.2% vs +0.3% https://t.co/M9gpUZQoF7 consensus, prior +0.36% from +0… https://t.co/wWgQrqkNXh",1
"$IIIV - i3 Verticals EPS beats by $0.01, beats on revenue https://t.co/cEjYbNXuv3",1
"Real Selling Begins As CTAs Start Liquidating, Dealer Gamma Flips Negative https://t.co/7bbtwMVOrS",0
3 Different Share Sales From the Company and Insiders Weigh on Roku,2
Dunkin' Brands lifts dividend and buyback as 2020 outlook shy of estimates,1
"Earnings Miss: Village Farms International, Inc. Missed EPS And Analysts Are Revising Their Forecasts",0
"Some American homeowners are making a big retirement mistake, survey finds https://t.co/Gx8kvkRx3Q by @dsinghx https://t.co/Xhw5pLL4jG",2
Uber's new roadmap to profitability draws Wall Street praise,1
McDonald's is paying $26 million to settle a class action lawsuit over wage theft. It's the latest development in a… https://t.co/Aem5z1qESj,1
Morgan Stanley has a new favorite pick in the chip space,2
Did You Manage To Avoid Golden Minerals's (NYSEMKT:AUMN) Devastating 71% Share Price Drop?,2
Wall Street rises modestly #S&P500 #economy #MarketScreener https://t.co/plAvxK3IRu https://t.co/RSZSZDTvvz,1
$RCL - Royal Caribbean Cruises: Fleet Expansion Driving Growth. Follow this and any other stock on Seeking Alpha!… https://t.co/F0sM6aolcy,1
Cardano’s Shelley testnet shows a lot of promise,2
Walmart has announced that it plans to open 500 new stores in China over the next five to seven years. That would m… https://t.co/u6Y0TKU2Ss,1
"Österreichische Post AG's (VIE:POST) Earnings Dropped -16%, How Did It Fare Against The Industry?",0
I Ran A Stock Scan For Earnings Growth And DMC Global (NASDAQ:BOOM) Passed With Ease,2
"Powell's 'half-full' U.S. glass sturdy but still at risk for spills as Fed meets
https://t.co/HPxoBCxi3B https://t.co/NQqEENkR6e",2
Rate futures surge as coronavirus seen pushing Fed to ease https://t.co/Fi8x6k42Ap https://t.co/MPjtg6wicr,2
Stock Market Update: WTI crude rises on trade deal,1
"Boeing's halt to 737 MAX production could ding U.S. economy, jobs",0
Coca-Cola's Earnings: Outperforming Its Peers,1
Take-Two Interactive stock price target cut to $124 from $133 at MKM Partners,0
Wall Street bounces back from a steep sell-off. Here's what to expect next (via @TradingNation) https://t.co/aPilBCa4u3,1
"HollyFrontier OKs new $1 billion stock buyback program, to build new renewable diesel unit",1
"FAA predicted Boeing 737 Max, facing more delays, would crash 15 times over its lifetime https://t.co/rehAx6OJWy vi… https://t.co/JhJAStsIJG",0
Stock Market Update: Semiconductor stocks underperform; ICE calls off eBay interest,0
Stock Market Update: Trade balance deficit narrows in November,1
O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,0
$DAC - Danaos Looks Like The Cheapest Stock In The Market. Read more and sign up for updates:… https://t.co/HBbjcImToa,1
Merck to raise quarterly dividend by 11% to 61 cents a share,1
$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,1
CFNAI falls sharply in October,0
Is Wolters Kluwer (AMS:WKL) Using Too Much Debt?,2
Materials Down On Mixed Trade-Negotiations Messages -- Materials Roundup #economy #MarketScreener… https://t.co/zehF7KVS7g,0
Oil tumbles as U.S. gasoline supplies rise by most since January https://t.co/t07uydxG2K via @business https://t.co/FpfskYKqZM,0
RedHawk reports Q1 results,2
EUR/USD Weekly Price Forecast – Euro Slams Into Major Resistance,0
A sterling surge after the UK election could be short-lived as Brexit gets even more complicated https://t.co/Ws30IATCNs,1
Hedge Funds Are Dumping Qudian Inc. (QD),0
$AIRB - Airbnb had $46M profit in 2018 https://t.co/l5EocIGKBn,1
SeaSpine teams up with 7D Surgical to integrate product offerings,2
WATCH - President Xi Jinping says China wants to work out an initial trade pact with the U.S. His comments sent glo… https://t.co/GKHWFnjZ27,2
"Analysis: When Gordon Sondland appeared before the impeachment inquiry, Republicans were hoping that the US ambassa… https://t.co/of1aqvah7o",2
Aveo Pharma up 4% on advancement of tivozanib,1
"S&P 500 down by about 8 points, 0.2%, at the open",0
"Nasdaq sheds 21 points, 0.2%, at the bell",0
"Bloomberg Daybreak: Feb. 6, 2020 - Hour 1 (Radio)",2
Futures eke out gains after Fed holds rates steady,0
Trump's campaigning on the roaring economy. Here's how Democrats plan to stop him. - NBC News,2
The Ra Medical Systems (NYSE:RMED) Share Price Is Down 81% So Some Shareholders Are Rather Upset,0
"Wynn Resorts bounces back from Friday's weakness (WYNN) https://t.co/l1sx6yVk0i 
$WYNN",1
Ivory Coast police clash with protesters over coronavirus test centre #economy #MarketScreener… https://t.co/OS8ODHvy79,2
Janet Yellen says second-quarter GDP could decline by 30% and unemployment is already at 12%-13% https://t.co/9d7jmffI3B,0
China’s Banks Are Going to Suffer. But Not Equally,0
Equinor misses on revenue,0
AMC Networks price target cut to $35 from $39 at Imperial Capital,0
"$ITRN - Ituran Location EPS misses by $0.08, misses on revenue https://t.co/4ed282tRz5",0
"U.S. Jobs Top Estimates With 225,000 Gain, Wages Accelerate",1
Burger King faces class action over Impossible Whooper,0
Leading institutes see German economy shrinking 4.2% this year - sources https://t.co/ZNtGA6FTPx https://t.co/7c8TzKNnbN,0
Boeing stock price target raised to $427 from $406 at CFRA,1
Best Buy stock price target raised to $105 from $86 at Oppenheimer,1
Buffett-backed StoneCo jumps to 7-month high on solid growth https://t.co/JJ2dbxJbDp via @business https://t.co/eTa98kMkhw,1
"U.S. economy adds 225,000 jobs in January; 2019 annual figure revised downward",1
"Mohawk Industries, Inc.'s (NYSE:MHK) Earnings Dropped -19%, Did Its Industry Show Weakness Too?",0
U.S. Stocks Waver as Viral Outbreak Claims More Lives #SP500 #index #MarketScreener https://t.co/SAEACBG0T4 https://t.co/rhtcDXMMPP,0
Consumer Insolvencies Approach Record in Debt-Weary Canada,0
Here Are 2 Key Catalysts for Kroger Stock in Fiscal 2020,2
"Calyxt Achieves 2020 Soybean Contracted Acreage Goal of 100,000 Acres",2
LVMH/Tiffany: diamond geezer https://t.co/0PTxd9ySFX,2
Optimism among U.S. small businesses plummets by most ever https://t.co/VDRgZaincK via @business https://t.co/dyFcwSxnbQ,0
"Reducing bank complexity was a policy priority following the financial crisis. In new work, Goldberg and Meehl docu... https://t.co/723NzFHfow",2
Here's What Analysts Are Saying About Hong Kong Stocks for 2020,2
"$BNGO $PLAG $PYX - TSLA, INO among premarket gainers https://t.co/0NTkekIKKF",1
$USO $OIL $UCO - Crude inventory unexpectedly rise https://t.co/IbTo1Js76I,0
$AMBA - Ambarella Will Be Hard Pressed To Keep Going At Its Current Pace. Read more: https://t.co/ihnEpI8rfA… https://t.co/JHXvj8hVEm,0
Is Celestica Inc. (TSE:CLS) Worth CA$10.4 Based On Its Intrinsic Value?,2
Latin America's economy was already going backward when the coronavirus hit. Now it's at risk of losing a whole dec… https://t.co/MLK8U4vIV0,0
The head of loan trading at UBS was terminated after engaging in an allegedly improper transaction https://t.co/3uMpB70a99,0
Credit Suisse Ousts CEO In Boardroom Clash: Martinuzzi (Radio),0
Jeff Clark’s Market Minute: This Needs to Happen Before Gold Runs Higher,2
UBS upgrades Hasbro on strong sales of Frozen II dolls into Black Friday https://t.co/23HWM60K7q,1
Coronavirus reports hang over cruise line sector,0
Corbus Pharma completes patient enrollment in mid-stage lenabasum study for CF,2
"Kohl's EPS misses by $0.12, beats on revenue",2
Dislocation In Credit Spreads Poses Risk For Market (Podcast),0
WeWork set to lay off thousands - NYT,0
"Malibu Boats EPS beats by $0.25, beats on revenue",1
EUR/USD: COVID-19 Could Tip Currency Below Parity. https://t.co/OUdgJh04rd #economy #trading #investing,0
Axovant's AXO-AAV-GM1 an Orphan Drug in U.S. for GM1 gangliosidosis,2
Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting,0
"Dow opens about 13 points, less than 0.1%, lower",0
A Little Less Trade Uncertainty as 2019 Winds Down: Economy Week,1
Sanofi eyes more growth this year as it narrows focus,1
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1
GDS Holdings Limited Just Released Its Third-Quarter Earnings: Here's What Analysts Think,2
$AQST FDA approves Aquestive's ALS treatment https://t.co/7g7ZbrkoqF via @YahooFinance,1
Novartis : Nears Deal to Buy Cholesterol-Drug Maker Medicines Co. #Novartis #Stock #MarketScreener… https://t.co/a4yI3vTbYU,2
"March WTI oil continues its decline, down 49 cents, or 1%, at $50.46/bbl",0
Cash Woes at India Shadow Lenders Risk More Bad Debt at Banks,0
"Highlight: Cruise stocks are rallying. ""The industry has done a total 180 in the last few months,"" @cfraresearch's… https://t.co/oTvX5UGlnh",1
$XLF $FAS $FAZ - Banks may face legal actions over margin calls - FT https://t.co/SAACWM7yNa,0
$PBR - Petrobras expects lower April production; makes oil discovery https://t.co/kSkaXkxlze,0
$USO $UNG $UGAZ - U.S. rig count falls for seventh straight week https://t.co/LZLLzMVVPX,1
U.S. trade deficit in goods drops to $63.2 billion in November,1
Hedge Funds Have Never Been This Bullish On Bloom Energy Corporation (BE),1
OCN leads financial gainers; FNF and MAC among losers,2
Norwegian Cruise Line downgraded to strong sell from hold at CFRA,0
$QTRH - WiLAN signs wireless license with LG; shares +7% PM https://t.co/LBIZqbgJv0,1
"i3 Verticals EPS beats by $0.01, beats on revenue",1
Funko opens new store in Hollywood,2
China Fears Are Still Propelling Gold Demand. https://t.co/RAB1hQkW6r #stockmarket #economy #markets,1
Greenhouse gas emissions in the U.S. are forecast to decline by a whopping 7.5% this year https://t.co/nxxvDqphKR,2
Dow Jones Industrial Average retreats 63 points,0
Glynn’s Take: RBA’s Faith Set to Be Disappointed https://t.co/xfEog5pdLl,2
Cipla’s India Arm Will Show Market-Beating Growth In Next Few Quarters: CEO Vohra,1
"Here's how a 23-year-old making $172,000 a year in New York City spends his money. (via @CNBCMakeIt) https://t.co/jStuqNuVns",2
Goldman's Currie Sees Worst Oil Demand Shock in a Decade,0
"S&P 500, Nasdaq touch records as stocks close higher on solid earnings",1
"Highlight: “We are really worried about what this looks like for us a year from now…"" @garnishgather Founder Emily… https://t.co/7CGc4PHQZd",2
U.S. weekly active oil-rig count edges up by 1 to 676: Baker Hughes,1
"First-time U.S. jobless claims drop to 202,000",1
Hedge Funds Have Never Been This Bullish On Trecora Resources (TREC),1
"STOCKS AT THE CLOSE:
- Dow down 0.15% 
- Nasdaq down 0.33% 
- S&P down 0.18% https://t.co/0eNL2UOd9a",0
Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP https://t.co/Kj4fVW2dRC,0
Allergan upgraded to buy from neutral at UBS,1
Coach parent Tapestry reports earnings beat but coronavirus outbreak weighs on guidance,2
US Fertility Rate Hit Record Low In 2018 https://t.co/tZ83z6vVCZ,0
Disney downgraded as analyst says parks attendance could take 2 years to 'normalize' https://t.co/InJKourtW3,0
$CBAY: CymaBay Therapeutics halts clinical development of Seladelpar based on initial histological findings observe… https://t.co/v8K1pQPrsK,0
Karankawa Wind Farm Achieves Commercial Operation,2
UPDATE 1-Bristol-Myers misses main goal of late-stage skin cancer trial,0
$SIRZF - SIR Royalty Income Fund declares CAD 0.0875 dividend https://t.co/VGtn9hulFq,2
The number of U.S. homeowners who have stopped making mortgage payments is surging https://t.co/JSOBwPRkkf,0
Why a Trump win would be worse for markets than a Warren win,2
Gasoline futures tumbled 17% to touch 50 cents a gallon for the first time since 2001 https://t.co/VesDJKIBVZ,0
"$COMDX: Summary of Weekly Petroleum Data for the week ending December 6, 2019 https://t.co/mktl2PrAQJ",2
A few things to watch heading into the holiday week: https://t.co/85MmEqaSmS,2
Loonie dips as Bank of Canada official points out uncertainties,0
Euro off 0.1% at $1.0965,0
Avid Tech +11.5% after upside EPS forecast,1
Here's why Americans will probably spend more than $2 billion on Christmas trees this year: https://t.co/DwUEBRsEtY https://t.co/eiy3rF5Cev,1
State Borrowings Set To Surge In FY21 Amid Revenue Slowdown: ICRA,0
"S&P 500, Nasdaq close at record highs; Dow ends up over 170 points https://t.co/tpdD8wcWWR",1
"US Gasoline Crashes To 50c - Lowest Since 2001 - Amid ""Unprecedented"" Demand Collapse  https://t.co/RW5FZIV94i",0
$PAYC - Paycom Software: Time To Take Some Profits. Sign up for updates on Seeking Alpha! https://t.co/EXkP86YqMq… https://t.co/ynJB4WvRwi,2
$XOM - Exxon Beaumont cuts run rates until product demand improves https://t.co/hOE7FBC87Y,2
Europe's LNG imports expected to soar to 100 mln tonnes in 2020 #economy #MarketScreener https://t.co/qHpLYbUTlB https://t.co/MlQzA7HTc3,1
"Fed report: #OpportunityOccupations, jobs that don’t require a 4-yr #collegedegree & pay above the national annual… https://t.co/Elr1SXOcDD",2
"Dunkin' Brands Group EPS beats by $0.03,  revenue in-line",1
GBP/JPY Price Forecast – British Pound Fails To Break Out,0
In  1.60 $NYMT on news 6000 shares. Stock fell 80% and now can run big,1
"IHS Markit sees lower risk of global recession, while U.S. growth is expected to slow next year",2
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.… https://t.co/jmRAgMxruU,0
$FIZZ - National Beverage +4% as analysts keep scrambling https://t.co/JoctxfxaLB,1
PulteGroup declares $0.12 dividend,2
$KRTX - Karuna Therapeutics: Fundraising Makes For Buying Opportunity. Continue reading: https://t.co/fgZAvNdxbD #markets #business #economy,1
"Considering a 5% cash-back credit card? @CNBCselect breaks down how to maximize your rewards, and three of the most… https://t.co/SfnPSkU14Q",2
Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,1
Stock Market Update: Boeing turns positive,1
DNA testing company Veritas Genetics is suspending American operations and cutting all U.S. staff after a financing… https://t.co/LZZNsdU41T,0
Sunni Waqf Board To Meet On Tuesday To Discuss  Ayodhya Review Plea Filing,2
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,1
Precious Metals' Golden Year To Continue. Continue reading: https://t.co/4eI69q6pDv #finance #trading #business,1
$AMCR - Amcor goes ex-dividend tomorrow https://t.co/X5Ir1jVZE0,2
$MDGL - Madrigal: A Stellar Stock For This Coronavirus Bear Market. https://t.co/44PjfEXLnJ #finance #stocks #investing,1
S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus,1
RingCentral Announces Fourth Quarter 2019 Results,2
Hedge Funds Aren’t Crazy About Hutchison China MediTech Limited (HCM) Anymore,0
"Dave & Buster's $PLAY reports earnings: 
Total revenues increased 6.1% to $299.4 million from $282.1 million
Net EP… https://t.co/cx64XEzhCw",1
"$TIGR (+8.7% pre) UP Fintech Holding Limited Reports Unaudited Third Quarter 2019 Financial Results - SI

https://t.co/zY9jOy59s9",1
Vonovia : Hembla Acquisition Becomes Final #Vonovia #Stock #MarketScreener https://t.co/w5EgkLQW4s https://t.co/Oc0rgZs0Kt,2
Sherwin-Williams cut from Conviction Buy at Goldman on valuation,0
Protalix Bio +25% premarket on successfully completing pre-BLA meeting for accelerated approval of PRX‑102,1
Stock Market Update: January nonfarm payrolls exceed expectations,1
BlackRock admonishes Siemens for environmental actions,0
Is oil in the middle of a perfect storm? @MaleehaMBCC looks at the Aramco IPO:  https://t.co/A6yKUT2nCY,2
UK and EU must avoid punch-up over finance - next BoE boss Bailey https://t.co/uiXlUxuNKZ https://t.co/O1UaCKuZUV,2
Colombia Faces More Protests as Police Tactics Enrage Marchers,2
Schwab’s plan to buy TD Ameritrade isn’t sitting well with investment advisers who park their clients’ money with t… https://t.co/mgV7v9IZpq,0
"Bitcoin, Ethereum & Litecoin - American Wrap: 12/16/19",2
Baltic Dry Index sheds 5%,0
$BONDX: Treasury Market Summary https://t.co/cXRc7nHBZF,2
BJ's Wholesale Q3 total revenue $3.32 bln vs. $3.22 bln a year ago; FactSet consensus $3.30 bln,1
Dizzying swings are torching Wall Street predictions https://t.co/BvV6iItVRt,0
"Hedge Funds Have Never Been This Bullish On Satsuma Pharmaceuticals, Inc. (STSA)",1
The Trump administration is changing a key exemption to America's trade-remedy laws to make it easier to penalize s… https://t.co/AlAt4Ftgdm,2
"For a time, Uber helicopter rides from Manhattan to JFK Airport were cheaper than its cars https://t.co/Q2f8n7dJQL",2
Here are 5 charts that show the early effects of the #COVID-19 pandemic on economies. Read our latest #IMFBlog… https://t.co/LBAdFrt0Tm,2
$OTTW - Ottawa Savings Bancorp reports Q4 results https://t.co/3Zg4633Iff,2
"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting https://t.co/WDUQEdhHtK",0
$OIBR.C - Oi S.A. Is Transforming Into A Leading Telecom Infrastructure Wholesaler For 5G In Brazil. Sign up for up… https://t.co/XQk239OsBs,1
France Ready to Back Consolidation Among Car-Parts Suppliers,2
Avantor misses on revenue,0
Productivity and Costs increase 1.4% in Q4,2
$STAY - Nomura Instinet loses confidence in Extended Stay America https://t.co/WrQXTC38nB,0
Dynatrace Announces Pricing of Follow-On Offering By Selling Stockholders https://t.co/RU85lpY5mQ https://t.co/JOOMOIKPeo,2
$BB Nice action here. Watch the break of 5.73 https://t.co/Bb82EEAJIF,2
VF Corp. shares slide 1.9% premarket,0
"Dow turns negative, down 12 points, or less than 0.1%",0
Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. https://t.co/a1vhrYjPvB #business #investing #markets,0
"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects",1
"Nasdaq up 14 points, or 0.2%",1
"Medical Properties Trust, Inc. Completes 2019 With Record $4.5 Billion in Acquisitions for 64% Growth Rate and Delivers Market-Leading Shareholder Returns",1
Deutsche Bank Plans Bigger Bonuses at Asset Management Division,1
McChip Resources declares C$0.02 dividend,2
"$EXFO - EXFO EPS in-line, beats on revenue https://t.co/hb8Thd9Jt9",1
"Netflix shares have soared nearly 4,100% since the end of 2009 https://t.co/DxuMrqVrlT https://t.co/DxuMrqVrlT, https://t.co/8bEfhO2fsn",1
Royal Mail shares slump on lowered mail volume guidance,0
"""What we clearly see again is unelected central banks, having failed at their mandates, to pivot to politics to try… https://t.co/U4Ft0573Ro",2
$SCANX: Large cap notable movers of interest -- Splunk (SPLK) rises following upside third quarter press https://t.co/zPhoZLuGsK,1
Treasury yields hold rise after housing starts,0
"UBER SAYS AWARE OF APP NOT LOADING, WORKING TO RESOLVE IT",0
WTI oil futures touch fresh intraday highs on Nymex,1
Nostrum Oil & Gas : Form 8.5 (EPT/RI) - Nostrum Oil & Gas PLC  #Stock #MarketScreener https://t.co/mCzAsQ07aq https://t.co/DRiYCxZr2J,2
HollyFrontier raises dividend by 6% to 35 cents a share,1
Cutera names Fuad Ahmad as interim CFO,2
"Suzuki considers China supply options, third-quarter profit falls 11%",0
CRISPR Therapeutics down 5% after hours on equity offering,0
Why These Top Oil Stocks All Tumbled More Than 10% in January,0
Hedge Funds Have Never Been Less Bullish On Southwestern Energy Company (SWN),0
After a early morning mishap on $SPY $ZM taking control here with $BA $AAPL $AMZN. $SPY $ZM both would be wins now too.,1
$CETX anyone? It seems to be making a bottom. Company announced recently 500% Increase in New Orders for Developmen… https://t.co/UbJepuhDtQ,1
"Market direction is not a real concern for VWAP algorithms, the goal is to participate in volume proportionately th… https://t.co/hA2tcCPjUj",2
"UK lawmaker blames HSBC, Standard Chartered, Bank of Baroda in South Africa corruption",0
"Here are the biggest analyst calls of the day: Netflix, Nvidia, Lyft, Molson Coors, Snap & more",2
Russian ruble falls as central bank cuts key rate by 25 basis points to 6%,0
"VKTX, JKS among premarket gainer",1
"How Should Investors Feel About KBR, Inc.'s (NYSE:KBR) CEO Pay?",2
Umicore reports FY results,2
$GS - Goldman teams with startup to explore quantum computing - WSJ https://t.co/imM34FiRog,2
$CVX $CHK $EQT - Many more energy writeoffs likely following Chevron $10B-plus charge https://t.co/CckjTWAUHG,0
$ECONX: November Nonfarm Private Payrolls 125K vs 153K https://t.co/M9gpUZQoF7 consensus https://t.co/fav5NvyRH3,0
Becton Dickinson downgraded to outperform from strong buy at Raymond James,0
Edited Transcript of GFF earnings conference call or presentation 13-Nov-19 9:30pm GMT,2
China Set To Halve Tariffs On $75 Billion Of U.S. Goods,1
"Upland Software Acquires Localytics, Raises Guidance",1
"Dec. gold settles at $1,471.90/oz, up $3.40, or 0.2%",1
Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F,0
Is Computershare Limited's (ASX:CPU) CEO Salary Justified?,2
"Dell, HPE targets trimmed on compute headwinds",0
Twitter Stock Soars Despite Bottom Line Miss,1
Prudential to Deepen Presence in China Market; Asia CEO Nicandrou,2
$EGRX - Eagle Pharma set to refile Ryanodex NDA; shares ahead 5% https://t.co/7mTlIJa4w1,1
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and… https://t.co/mU3jLoEi1M,0
Bank of Nova Scotia : Scotiabank CEO expects 'somewhat elevated' loan losses for 3-4 quart... #BankofNovaScotia… https://t.co/OAXfDtrtAk,0
Trading on the News Adds a Risk Premium to Shares of American Micro Devices,0
Liquefied Natural Gas : Magnolia LNG EPC Contract Extended #LiquefiedNaturalGas #Stock #MarketScreener… https://t.co/c5RMB3I1lK,1
Indonesia Braces for Export Hit as Virus Saps Chinese Demand,0
$MJ: Marijuana names mostly underperforming following three straight days of relative outperformance https://t.co/EFLE9ooKYA,0
$BONDX: Treasury Market Summary https://t.co/pPV9AHYSBR,2
"A man is suing Burger King because the meatless Impossible Whopper is cooked on the same grill as meat products, th… https://t.co/2WEnjgoIr1",0
November Payrolls Preview: This May Actually Matter https://t.co/QW1OITFtcz,2
Edited Transcript of PRI earnings conference call or presentation 7-Nov-19 3:00pm GMT,2
Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,0
Credicorp reports Q4 results,2
$ICLN - iShares Global Clean Energy ETF: A Bright Future. https://t.co/EmZelHlcy7 #stocks #finance #economy,1
"Vans parent VF Corp. says 60% of China stores are closed over coronavirus, to update guidance in May",0
Tesla's Return to Profitability Is Not Sustainable,0
Sberbank of Russia : arranges issue of structured bonds worth RUB1 bn on commercial real e... #SberbankRossii… https://t.co/6hlc3fsrDF,2
"$XB1:COM $UGA $PSX - U.S. gasoline futures in freefall, close at all-time lows https://t.co/TAPZU4L0L6",0
$AMGN - Partial response in Amgen brain cancer study https://t.co/6sAXBkTCST,0
Why Myriad Genetics Shares Are Tanking Today,0
Children's Place downgraded as e-commerce puts margins at risk,0
Skechers Stock Pops on Encouraging Earnings: What You Need to Know,1
"Mitsubishi postpones SpaceJet delivery again, books $4.5 billion special loss",0
Alberta agrees to sale of crude by rail contracts: premier #CanadianPacificRailway #Stock #MarketScreener… https://t.co/tl3UGAmr7j,2
Transat reports Q4 results,2
"Initial U.S. jobless claims drop 15,000 to 202,000",1
Top Momentum Set-ups for tomorrow; $CRUS $VIPS $RNG $ZBRA $RAD  1. What is swing trading? 2. The short-term edge ac… https://t.co/Qvji8I7VtE,2
'Panic-selling' briefly reached Friday morning as coronavirus sparks stock-market tumble https://t.co/SW61PpnAL9,0
$SCANX: Gapping down https://t.co/hv5ZhR20Ye,0
"Dow breaks through 28,000 | Calamatta Cuschieri - MaltaToday",1
New lawsuit seeks to pin blame for 737 MAX on Boeing's board,0
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1
Alabama Department of Agriculture and Industries’ Plant Section Launches Multiple Online Applications… https://t.co/hAVozv2Sl1,2
LISTEN NOW: Ginni Rometty is stepping down as CEO of IBM. Listen and subscribe to the Squawk Pod podcast by... https://t.co/cvN7MjWPt8,2
$HEPA Hepion Pharmaceuticals Successfully Advances to Next Dosing Level in Ongoing Multiple Ascending Dose Clinical Study of CRV431,1
Huawei initiates legal action against Verizon,0
PennMac Financial rises to record as Piper gets more bullish,1
Intelsat downgraded to underweight from neutral at J.P. Morgan,0
Clorox declares $1.06 dividend,2
Fed's Kaplan: Inflation Will Be Muted For Some Time (Radio),1
Gold Price Forecast – Gold Markets Rally Into The Weekend,1
Baird returns to Wingstop bull camp,1
$SCANX: Gapping up https://t.co/I0UV1lISJU,1
BTC $SPLK next week 134 puts,0
Why Diabetes Stock Insulet Jumped 13.3% in January -- After Soaring 116% in 2019,1
Stocks poised to pause record run,0
"Hexo's Q1 Report Could Be Ugly, Says Cantor Fitzgerald",0
"Sterling falls on new Brexit fears, stocks edge higher",0
Fed's Bullard: Don't take the economy's temperature until July 1 https://t.co/qqv1J5MgAd,2
Boeing supplier Spirit slashes dividend due to 737 MAX crisis,0
Here’s the latest on the 2020 presidential race and what to watch today https://t.co/U5CyPJT9wk,2
Job Openings in U.S. Unexpectedly Rose in October to 7.3 Million,1
3M Stock Is a Toxic Stock After Earnings,0
"Higher Real Rates Affect Economic Growth, Says Bank of America Securities",0
Fintech company Bill.com surges more than 60% in market debut,1
"Dow futures down 30 points, or 0.1%; S&P 500 futures down 5 points, or 0.2%",0
"Stocks face 50% odds of correction in 2020, Vanguard’s Davis says",0
"Honda raises profit forecast, sticks to Wuhan plant closure schedule",1
"$GPRE - Green Plains EPS beats by $0.15, beats on revenue https://t.co/CjP6xNSRUg",1
"NASDAQ : Quarterly Statistical Bulletin Vol 8, No 2, June 2019 - Contents and Narratives #NASDAQ #Stock… https://t.co/g9bUP5eu2R",2
Edited Transcript of VK.PA earnings conference call or presentation 14-Nov-19 5:30pm GMT,2
Americans aren't having as much sex or as many children as they used to. That could be a  serious economic problem… https://t.co/Y4CCpfPGSi,0
Axonics launches $110M equity offering; shares down 3% after hours,0
"Positive technical divergences are forming on the weekly charts for the Dow, S&P 500 and the Nasdaq. https://t.co/8W5rJovpTh",1
U.S. grants Huawei 90-day extension of business license,1
$FXC $EWC $BBCA - Canada reports 71K job loss in November https://t.co/aT4reenZBC,0
"Alibaba sets price for Hong Kong listing, making it the world's biggest so far this year",2
Ronson Development : Report no 71 Purchase of own shares #RonsonDevelopment #Stock #MarketScreener… https://t.co/PLe8coXt0V,2
"Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi… https://t.co/KuZFSSKIv4",0
Coach Owner Tapestry Sales Top Estimates; Virus Impacts Forecast,1
Anna and Elsa deliver $127 million for Disney in ‘Frozen II’ https://t.co/lz1rHMtp3P,2
"Stocks, Bonds, & Dollar Stumble As Traders Reach 'Peak FOMO' https://t.co/P9454JXHmT",0
Futures point to fresh records for U.S. stocks on Monday,1
$SCANX: Small cap notable movers of interest -- The Buckle (BKE) gains following third quarter press https://t.co/SCCFgUKKHY,1
737 MAX grounding benefits no one - Airbus,2
"Former Fed chief Bernanke sees bad year, no quick recovery #economy #MarketScreener https://t.co/YaN7qVv5aq https://t.co/zn3oEbjuL7",0
"FDA Approves Sarepta's Second DMD Drug, Analyst Projects $500M-Plus Opportunity",1
